date,ticker,close,volume,short_volume,short_exempt_volume,short_ratio_pct,short_interest,days_to_cover,borrow_fee_pct,utilization_pct,rebate_rate_pct,shares_outstanding,avg_daily_volume,fail_to_deliver,dark_pool_short_volume,dark_pool_short_ratio_pct,price_change_pct,squeeze_score,sentiment_tag,market_cap,exchange,country,data_type
2026-01-30,MSFT,18307,551784,135860,2712,24.62,252138911,564.88,2.82,68.92,-0.24,1739320563,446356,2540,36329,6.58,7.38,100,neutral,31841741546841,NYSE,US,short_interest
2026-02-02,MSFT,19256,496576,152431,514,30.7,186612846,378.03,2.45,54.26,0.63,1066790476,493649,12316,64219,12.93,-0.36,100,neutral,20542117405856,NASDAQ,US,short_interest
2026-02-03,MSFT,18950,300000,114001,564,38.0,314131209,889.95,3.73,88.48,0.19,2557205330,352975,4173,56601,18.87,2.73,100,volatile,48459041003500,NASDAQ,US,short_interest
2026-02-04,MSFT,18413,743881,274852,4017,36.95,268587149,321.6,4.08,50.4,-0.48,3104914270,835167,3997,71664,9.63,0.48,100,squeeze_watch,57170786453510,NYSE,US,short_interest
2026-02-05,MSFT,19097,383226,92076,1184,24.03,11127649,21.47,1.44,59.85,-0.01,1066315149,518375,2232,39849,10.4,-5.44,81.02,highly_bearish,20363420400453,NYSE,US,short_interest
2026-02-06,MSFT,18594,1395049,445841,5870,31.96,223549767,123.81,2.73,70.74,-1.13,2461916150,1805588,28665,201358,14.43,-0.59,100,bearish,45776868893100,NYSE,US,short_interest
2026-02-09,MSFT,19220,679093,132112,1921,19.45,170431158,216.74,2.12,45.66,-0.2,3107449581,786349,16303,71901,10.59,-1.3,100,bearish,59725180946820,NYSE,US,short_interest
2026-02-10,MSFT,18346,665845,120484,1461,18.09,641495682,1104.1,2.19,91.23,0.57,4450619775,581014,10802,59330,8.91,1.9,100,bearish,81651070392150,NYSE,US,short_interest
2026-02-11,MSFT,19137,490012,181262,1488,36.99,79619254,139.57,3.91,75.94,0.04,2389308268,570474,12981,31018,6.33,-0.15,100,highly_bearish,45724192324716,NASDAQ,US,short_interest
2026-02-12,MSFT,18040,629145,145320,674,23.1,105012045,128.03,3.1,64.92,0.08,2332514368,820238,18564,25221,4.01,-1.72,100,bearish,42078559198720,NYSE,US,short_interest
2026-02-13,MSFT,18076,582952,191543,2054,32.86,123866107,170.39,2.39,85.93,0.5,2752453444,726950,6118,37630,6.46,2.75,100,volatile,49753348453744,NYSE,US,short_interest
2026-02-16,MSFT,18014,1234164,324390,4478,26.28,109049219,71.19,1.92,93.63,-0.38,3746124358,1531882,10184,157951,12.8,1.82,100,squeeze_watch,67482684185012,NASDAQ,US,short_interest
2026-02-17,MSFT,18712,300960,88903,1097,29.54,193383219,772.12,3.14,73.9,-0.97,3395781278,250456,226,47776,15.87,-3.07,100,neutral,63541859273936,NASDAQ,US,short_interest
2026-02-18,MSFT,18771,383934,118030,1247,30.74,505823559,1102.55,4.23,78.33,0.02,4456201227,458778,1504,56765,14.79,0.4,100,volatile,83647353232017,NYSE,US,short_interest
2026-02-19,MSFT,19043,534695,70791,992,13.24,365634042,630.58,3.21,90.27,-1.18,4980022158,579840,10166,33748,6.31,-2.74,100,volatile,94834561954794,NYSE,US,short_interest
2026-02-20,MSFT,19256,421271,103530,386,24.58,210347560,526.29,2.92,57.27,-0.97,3398097970,399678,3892,42852,10.17,-3.69,100,squeeze_watch,65433774510320,NYSE,US,short_interest
2026-02-23,MSFT,18395,924977,114298,2067,12.36,308285201,252.11,2.95,83.49,-1.28,1748959112,1222839,15726,28220,3.05,-1.16,100,highly_bearish,32172102865240,NYSE,US,short_interest
2026-02-24,MSFT,18978,300000,72738,1314,24.25,255727713,967.98,2.38,93.33,-0.84,1849155929,264187,2385,22389,7.46,-0.01,100,highly_bearish,35093281220562,NASDAQ,US,short_interest
2026-02-25,MSFT,18592,316494,73206,360,23.13,63428492,212.44,0.05,73.31,-0.28,1357333906,298569,1454,14152,4.47,-1.96,100,volatile,25235551980352,NYSE,US,short_interest
2026-02-26,MSFT,19395,503941,41807,639,8.3,16723460,28.69,3.25,71.96,-1.05,322274674,582880,4275,14367,2.85,-3.93,94.36,highly_bearish,6250517302230,NASDAQ,US,short_interest
2026-02-27,MSFT,19042,720667,272121,4655,37.76,42515952,52.45,1.98,60.8,-0.56,1420108877,810539,10122,45072,6.25,0.61,100,highly_bearish,27041713235834,NASDAQ,US,short_interest
2026-03-02,MSFT,18666,435898,126620,1368,29.05,55438819,104.23,3.06,61.87,0.64,705992039,531909,10932,47927,11.0,0.17,100,volatile,13178047399974,NASDAQ,US,short_interest
2026-03-03,MSFT,19298,505953,62053,385,12.26,44501821,106.07,2.04,83.04,-0.62,908610735,419571,173,13396,2.65,-1.27,100,highly_bearish,17534369964030,NYSE,US,short_interest
2026-03-04,MSFT,18745,627606,67285,194,10.72,86751621,104.44,0.31,66.55,-0.89,4366874194,830652,13408,25817,4.11,2.24,100,neutral,81857056766530,NYSE,US,short_interest
2026-03-05,MSFT,19811,532311,104981,658,19.72,831038082,1222.05,0.93,92.51,0.67,4942230974,680035,974,41317,7.76,-1.48,100,bearish,97910537825914,NASDAQ,US,short_interest
2026-03-06,MSFT,19148,428150,169298,1945,39.54,56339116,104.78,0.05,98.38,0.64,3723733970,537700,12057,57557,13.44,3.9,100,volatile,71302058057560,NYSE,US,short_interest
2026-03-09,MSFT,19116,851896,301454,4646,35.39,245422697,308.64,4.65,53.17,-0.9,2998152565,795179,17562,123284,14.47,0.77,100,highly_bearish,57312684432540,NASDAQ,US,short_interest
2026-03-10,MSFT,18689,1314967,469882,3170,35.73,60019044,56.82,2.04,56.95,0.07,958698534,1056231,34820,129080,9.82,3.49,100,volatile,17917116901926,NYSE,US,short_interest
2026-03-11,MSFT,19015,300000,102568,999,34.19,816627983,2214.7,0.67,45.31,0.72,4839460209,368730,6806,39826,13.28,4.37,100,bearish,92022335874135,NYSE,US,short_interest
2026-03-12,MSFT,19105,621706,216693,1673,34.85,434256560,554.52,3.62,91.87,0.34,3437924617,783121,6725,76727,12.34,2.46,100,volatile,65681549807785,NASDAQ,US,short_interest
2026-03-13,MSFT,18885,719849,249394,644,34.65,596621179,818.77,1.67,48.31,-0.09,4664102033,728682,19236,66582,9.25,0.87,100,highly_bearish,88081566893205,NYSE,US,short_interest
2026-03-16,MSFT,19023,409946,161187,1959,39.32,36967404,67.25,3.78,95.52,-0.29,277937508,549661,11286,84900,20.71,0.56,100,neutral,5287205214684,NYSE,US,short_interest
2026-03-17,MSFT,18905,796008,90523,1627,11.37,474013278,561.04,2.98,49.05,-0.24,3904415917,844883,21423,41712,5.24,0.89,100,neutral,73812982910885,NYSE,US,short_interest
2026-03-18,MSFT,19341,372734,154578,3060,41.47,210570040,453.42,3.41,79.31,0.46,3605589089,464401,6964,56824,15.25,-1.08,100,highly_bearish,69735698570349,NASDAQ,US,short_interest
2026-03-19,MSFT,18898,498846,149445,2420,29.96,290606841,429.27,2.58,49.39,0.62,3376677756,676980,12009,67350,13.5,4.55,100,bearish,63812456232888,NASDAQ,US,short_interest
2026-03-20,MSFT,18666,601592,142711,2008,23.72,34782597,67.31,6.35,53.14,-1.12,327391810,516758,8912,39538,6.57,8.23,100,bearish,6111095525460,NASDAQ,US,short_interest
2026-03-23,MSFT,19368,663525,150676,1233,22.71,295101947,492.45,1.12,58.48,-0.26,2437725204,599253,5271,80750,12.17,0.59,100,bearish,47213861751072,NYSE,US,short_interest
2026-03-24,MSFT,18547,576052,235451,1638,40.87,123446808,235.26,2.4,82.83,-0.22,1184674511,524715,5011,77515,13.46,3.67,100,highly_bearish,21972158155517,NASDAQ,US,short_interest
2026-03-25,MSFT,18934,1056452,256919,4257,24.32,98802815,89.3,4.38,72.55,-0.62,2085472417,1106353,12314,116269,11.01,-7.14,100,highly_bearish,39486334743478,NYSE,US,short_interest
2026-03-26,MSFT,19033,697095,115289,912,16.54,381923211,425.42,4.86,54.31,-0.63,3274490374,897750,17478,38124,5.47,-2.28,100,squeeze_watch,62323375288342,NYSE,US,short_interest
2026-03-27,MSFT,19021,678435,251955,3220,37.14,209026860,235.31,3.31,74.69,-1.1,3258203862,888314,5626,56324,8.3,-0.19,100,bearish,61974295659102,NASDAQ,US,short_interest
2026-03-30,MSFT,19635,370369,35210,388,9.51,112135335,352.79,2.99,55.09,-0.9,3100794520,317851,7863,9145,2.47,1.64,100,highly_bearish,60884100400200,NYSE,US,short_interest
2026-03-31,MSFT,18886,815386,178573,3460,21.9,457288851,400.6,2.76,45.15,-0.0,2568042409,1141499,20898,72426,8.88,0.42,100,volatile,48500048936374,NYSE,US,short_interest
2026-04-01,MSFT,18920,689811,268484,5090,38.92,255705627,268.37,0.45,84.48,0.06,2611592058,952805,5212,121030,17.55,2.04,100,bearish,49411321737360,NASDAQ,US,short_interest
2026-04-02,MSFT,19969,300000,46371,787,15.46,143516965,390.26,5.23,91.08,-0.65,3398344893,367747,2847,24527,8.18,6.35,100,highly_bearish,67861549168317,NASDAQ,US,short_interest
2026-04-03,MSFT,18688,464475,92445,295,19.9,84377581,130.25,4.55,47.93,-0.75,1758557684,647814,8900,23975,5.16,-0.34,100,bearish,32863925998592,NASDAQ,US,short_interest
2026-04-06,MSFT,19097,488093,185281,3185,37.96,8523177,16.73,1.43,80.93,0.7,136811009,509441,3777,69146,14.17,-0.97,92.37,neutral,2612679838873,NASDAQ,US,short_interest
2026-04-07,MSFT,18981,764582,242340,782,31.7,574647223,634.76,2.39,97.35,-1.07,4705480844,905296,21350,94025,12.3,-0.43,100,volatile,89314731899964,NYSE,US,short_interest
2026-04-08,MSFT,19319,765245,223714,3893,29.23,156841588,244.65,0.81,93.69,-1.34,1652968755,641082,6565,37727,4.93,-6.55,100,squeeze_watch,31933703377845,NYSE,US,short_interest
2026-04-09,MSFT,19819,409189,160421,2909,39.2,169259188,400.4,4.1,47.53,0.21,1020461618,422726,5007,65889,16.1,-5.95,100,neutral,20224528807142,NASDAQ,US,short_interest
2026-04-10,MSFT,18852,480477,188984,1414,39.33,13132327,22.23,3.46,74.72,0.32,911965534,590674,10961,92475,19.25,-0.47,100,neutral,17192374246968,NYSE,US,short_interest
2026-04-13,MSFT,19328,401634,84840,1599,21.12,148486843,371.59,0.7,82.36,-0.17,4138230511,399594,5491,36497,9.09,-0.51,100,volatile,79983719316608,NASDAQ,US,short_interest
2026-04-14,MSFT,19636,300000,47962,564,15.99,406880787,1177.18,3.2,52.11,-0.54,3114182889,345640,8199,22355,7.45,1.27,100,squeeze_watch,61150095208404,NYSE,US,short_interest
2026-04-15,MSFT,18663,801866,319496,1640,39.84,152575648,153.33,2.63,73.27,0.71,1789062996,995083,12638,76447,9.53,-1.61,100,highly_bearish,33389282694348,NASDAQ,US,short_interest
2026-04-16,MSFT,18949,1557944,197513,3063,12.68,261734355,124.31,3.34,85.69,-0.25,2406511864,2105574,36592,60180,3.86,1.91,100,volatile,45600993310936,NASDAQ,US,short_interest
2026-04-17,MSFT,18732,300000,66958,1198,22.32,275941515,1018.72,1.75,60.66,-0.55,2667262491,270870,4607,14353,4.78,-0.89,100,neutral,49963160981412,NASDAQ,US,short_interest
2026-04-20,MSFT,18905,318728,131469,679,41.25,63782346,183.78,3.57,80.21,-0.53,1998979252,347062,7083,45913,14.41,1.26,100,squeeze_watch,37790702759060,NYSE,US,short_interest
2026-04-21,MSFT,19374,573257,104885,1949,18.3,627603697,1003.16,3.47,60.31,-0.32,3912936395,625625,11954,28438,4.96,2.08,100,highly_bearish,75809229716730,NASDAQ,US,short_interest
2026-04-22,MSFT,19531,631570,208377,3640,32.99,278657532,480.78,1.26,97.99,-0.56,3159914008,579589,16824,83364,13.2,-3.68,100,highly_bearish,61716280490248,NYSE,US,short_interest
2026-04-23,MSFT,19354,632428,109868,490,17.37,16730074,22.6,1.68,61.26,0.66,677450874,740361,2357,54781,8.66,2.62,79.32,bearish,13111384215396,NYSE,US,short_interest
2026-04-24,MSFT,19273,320075,73448,884,22.95,312652196,926.86,0.58,46.56,0.23,1890775087,337325,7695,37090,11.59,-0.22,100,volatile,36440908251751,NYSE,US,short_interest
2026-04-27,MSFT,19385,776615,264776,653,34.09,68609753,87.44,1.28,74.3,0.64,455055734,784616,10116,49436,6.37,-4.55,100,squeeze_watch,8821255403590,NASDAQ,US,short_interest
2026-04-28,MSFT,19213,300000,124407,1180,41.47,171282917,603.55,0.26,50.44,-1.22,1361844037,283794,7803,54053,18.02,-5.49,100,volatile,26165109482881,NASDAQ,US,short_interest
2026-04-29,MSFT,19013,1114547,132446,2554,11.88,566225115,391.65,3.41,47.56,-1.17,3359357101,1445732,29551,29478,2.64,1.23,100,squeeze_watch,63871456561313,NYSE,US,short_interest
2026-04-30,MSFT,19612,1533176,549511,9695,35.84,547015460,318.35,3.8,54.65,-1.14,3079736819,1718283,32210,122402,7.98,-1.73,100,highly_bearish,60399798494228,NYSE,US,short_interest
2026-05-01,MSFT,19124,986711,255274,3644,25.87,141368416,114.12,3.92,76.0,-0.06,2517017175,1238768,4051,43008,4.36,0.54,100,neutral,48135436454700,NYSE,US,short_interest
2026-05-04,MSFT,18926,360900,74235,381,20.57,463283897,1382.53,3.27,52.17,-1.45,2995132177,335099,2602,29386,8.14,-0.58,100,neutral,56685871581902,NASDAQ,US,short_interest
2026-05-05,MSFT,18674,333190,98500,1005,29.56,373816108,1072.77,3.38,45.08,0.47,3267875600,348458,4977,15296,4.59,-1.13,100,volatile,61024308954400,NASDAQ,US,short_interest
2026-05-06,MSFT,18908,469402,68657,1368,14.63,68485803,125.13,0.05,71.01,0.46,2755271866,547316,12606,16100,3.43,-0.87,100,squeeze_watch,52096680442328,NYSE,US,short_interest
2026-05-07,MSFT,19777,383957,91369,1761,23.8,291189852,727.73,1.96,83.52,-0.11,3111274851,400137,4551,39992,10.42,0.01,100,squeeze_watch,61531682728227,NASDAQ,US,short_interest
2026-05-08,MSFT,19221,446305,51069,787,11.44,264453942,504.66,1.28,65.2,-0.14,1581213826,524028,1089,13476,3.02,2.8,100,highly_bearish,30392510949546,NASDAQ,US,short_interest
2025-05-09,AMZN,36610,397697,103474,1616,26.02,317868224,693.89,2.85,97.68,-1.34,4813290218,458098,3392,24253,6.1,-2.45,100,bearish,176214554880980,NASDAQ,US,short_interest
2025-05-12,AMZN,37695,1603349,415648,1669,25.92,21861553,9.98,2.18,75.96,0.37,794946815,2190692,14488,147351,9.19,4.64,75.37,neutral,29965520191425,NYSE,US,short_interest
2025-05-13,AMZN,39511,668049,188767,2186,28.26,125201411,158.66,2.16,52.91,-1.43,4283966960,789127,15536,42286,6.33,4.33,100,volatile,169263818556560,NYSE,US,short_interest
2025-05-14,AMZN,37601,388205,79340,850,20.44,219164448,489.87,5.89,60.9,-0.86,1838473612,447396,8814,21291,5.48,-0.87,100,highly_bearish,69128446284812,NYSE,US,short_interest
2025-05-15,AMZN,37716,739486,126176,1479,17.06,489359719,521.84,2.76,93.08,-0.62,3813824757,937763,11498,33245,4.5,1.23,100,bearish,143842214535012,NASDAQ,US,short_interest
2025-05-16,AMZN,36884,910285,263325,4957,28.93,83384821,68.98,2.09,71.72,0.57,875212823,1208768,1472,87617,9.63,-0.2,100,squeeze_watch,32281349763532,NASDAQ,US,short_interest
2025-05-19,AMZN,38427,687320,59850,301,8.71,173181710,225.21,5.03,92.22,-0.01,2855244459,768976,10005,9442,1.37,0.87,100,volatile,109718478825993,NYSE,US,short_interest
2025-05-20,AMZN,39237,431473,142897,903,33.12,145291892,282.86,2.94,67.47,-0.37,1119879462,513654,2059,51805,12.01,-0.68,100,volatile,43940710450494,NYSE,US,short_interest
2025-05-21,AMZN,37471,719955,268835,932,37.34,469496346,626.59,1.9,61.75,-1.23,3255447476,749289,16228,53855,7.48,4.31,100,squeeze_watch,121984872373196,NYSE,US,short_interest
2025-05-22,AMZN,38129,654228,238596,1632,36.47,736419383,901.15,1.7,98.42,-1.01,4677922465,817203,1960,56924,8.7,3.35,100,volatile,178364505667985,NYSE,US,short_interest
2025-05-23,AMZN,37265,1076045,382708,3255,35.57,575994651,413.14,2.43,67.13,0.46,4224482798,1394180,2458,192182,17.86,-0.67,100,highly_bearish,157425351467470,NYSE,US,short_interest
2025-05-26,AMZN,40062,300000,33275,97,11.09,61677642,190.98,1.73,97.59,-1.08,527251746,322960,2406,15494,5.16,-1.16,100,neutral,21122759448252,NYSE,US,short_interest
2025-05-27,AMZN,37711,377942,110600,946,29.26,270789136,676.11,0.5,71.1,-0.35,4945151914,400511,10427,27123,7.18,-3.68,100,bearish,186486623828854,NASDAQ,US,short_interest
2025-05-28,AMZN,38262,434139,141877,474,32.68,632845363,1479.27,2.8,48.64,-0.98,4682167219,427808,6747,39791,9.17,-2.01,100,neutral,179149082133378,NASDAQ,US,short_interest
2025-05-29,AMZN,37960,459435,140909,335,30.67,137585944,219.28,3.65,62.22,0.15,3279815030,627441,2037,33489,7.29,-5.75,100,squeeze_watch,124501778538800,NASDAQ,US,short_interest
2025-05-30,AMZN,38126,553581,200054,3661,36.14,216928902,387.27,2.98,80.5,0.36,1656009809,560143,7564,74573,13.47,-1.1,100,squeeze_watch,63137029977934,NASDAQ,US,short_interest
2025-06-02,AMZN,37137,348021,67785,770,19.48,56892406,172.66,1.36,82.7,0.33,4088724700,329500,7537,36456,10.48,-2.49,100,neutral,151842969183900,NYSE,US,short_interest
2025-06-03,AMZN,36841,745046,212022,1927,28.46,60103969,66.43,3.97,65.31,-0.7,348881395,904714,5884,86552,11.62,-1.07,100,neutral,12853139473195,NASDAQ,US,short_interest
2025-06-04,AMZN,39503,712728,85511,243,12.0,186118010,252.39,1.95,72.62,0.01,3378540850,737413,19080,26316,3.69,1.42,100,highly_bearish,133462499197550,NASDAQ,US,short_interest
2025-06-05,AMZN,41173,459842,100440,563,21.84,568719180,1399.23,3.76,85.97,-1.31,4787805086,406451,928,22157,4.82,-2.06,100,bearish,197128298805878,NYSE,US,short_interest
2025-06-06,AMZN,38960,300000,52819,1049,17.61,492385990,1189.04,4.05,98.0,-1.27,3994077250,414105,4505,19143,6.38,-0.19,100,neutral,155609249660000,NASDAQ,US,short_interest
2025-06-09,AMZN,37802,405265,129986,1612,32.07,492815226,1231.05,3.4,61.88,-0.56,3524968609,400320,10055,44299,10.93,-6.41,100,neutral,133250863357418,NYSE,US,short_interest
2025-06-10,AMZN,38034,626354,112797,443,18.01,289796163,341.02,3.21,97.42,-1.14,3760053841,849784,9099,18945,3.02,1.76,100,bearish,143009887788594,NASDAQ,US,short_interest
2025-06-11,AMZN,38374,956944,169570,871,17.72,157430535,124.94,2.61,85.02,-0.31,1794484603,1260009,7715,51748,5.41,-0.98,100,bearish,68861552155522,NYSE,US,short_interest
2025-06-12,AMZN,39195,300000,67082,1009,22.36,71771328,240.42,3.65,65.29,-0.73,974451687,298530,1231,25469,8.49,6.09,100,highly_bearish,38193633871965,NASDAQ,US,short_interest
2025-06-13,AMZN,39778,705060,164906,1452,23.39,422976496,520.15,0.05,58.63,-1.07,2358076076,813178,19430,49717,7.05,4.87,100,squeeze_watch,93799550151128,NYSE,US,short_interest
2025-06-16,AMZN,37696,504987,112720,1427,22.32,27861130,45.18,2.07,52.76,-0.52,1499470073,616732,7332,55939,11.08,1.02,100,squeeze_watch,56524023871808,NYSE,US,short_interest
2025-06-17,AMZN,36929,1495936,307906,2634,20.58,399932450,195.17,1.45,95.35,-0.84,2784522856,2049101,34902,154696,10.34,-0.57,100,highly_bearish,102829644549224,NYSE,US,short_interest
2025-06-18,AMZN,38613,500169,80954,829,16.19,86254617,123.69,0.45,63.44,-0.47,2776498002,697362,4265,21934,4.39,7.08,100,neutral,107208917351226,NASDAQ,US,short_interest
2025-06-19,AMZN,37881,589867,223343,2044,37.86,740977622,1056.98,1.12,73.33,-0.17,4295269598,701033,9716,112404,19.06,-2.92,100,volatile,162709107641838,NASDAQ,US,short_interest
2025-06-20,AMZN,38367,638560,152378,1121,23.86,71043104,91.12,1.45,70.76,0.15,1510142521,779676,3184,51180,8.01,-2.35,100,squeeze_watch,57939638103207,NASDAQ,US,short_interest
2025-06-23,AMZN,38616,519710,59762,754,11.5,588139784,1185.59,1.44,89.8,-1.27,3599984979,496072,7827,19385,3.73,1.7,100,neutral,139017019949064,NYSE,US,short_interest
2025-06-24,AMZN,38741,543697,153924,1543,28.31,116307045,212.92,2.93,96.95,-0.6,2872752447,546254,6700,40794,7.5,7.28,100,volatile,111293302549227,NYSE,US,short_interest
2025-06-25,AMZN,39305,516160,58387,348,11.31,286586425,571.84,3.1,63.5,-1.48,1918750692,501168,2296,9339,1.81,0.23,100,highly_bearish,75416495949060,NYSE,US,short_interest
2025-06-26,AMZN,39449,943325,230858,3792,24.47,406035662,321.19,3.07,96.92,-1.29,2569773439,1264144,16015,52568,5.57,-1.96,100,bearish,101374992395111,NYSE,US,short_interest
2025-06-27,AMZN,38524,977025,180908,2693,18.52,17436334,16.1,2.87,84.93,0.27,1355422940,1083266,23925,95621,9.79,4.47,85.91,bearish,52216313340560,NYSE,US,short_interest
2025-06-30,AMZN,38255,650411,165391,2632,25.43,282134391,336.82,1.68,55.5,-0.06,2941445975,837651,10391,55171,8.48,1.15,100,bearish,112525015773625,NASDAQ,US,short_interest
2025-07-01,AMZN,38834,357135,105675,1293,29.59,60923036,145.78,2.11,65.8,-0.3,4975907848,417911,3475,56078,15.7,-1.81,100,volatile,193234405369232,NASDAQ,US,short_interest
2025-07-02,AMZN,40150,300000,80093,1570,26.7,93982039,293.56,3.09,70.48,-0.65,1001409141,320145,4140,30205,10.07,0.85,100,bearish,40206577011150,NYSE,US,short_interest
2025-07-03,AMZN,38499,550623,144815,2210,26.3,216035754,399.83,3.74,67.34,-0.31,1320021252,540322,9650,50153,9.11,0.87,100,volatile,50819498180748,NYSE,US,short_interest
2025-07-04,AMZN,39153,434708,97741,1563,22.48,369508582,993.01,2.47,61.26,-1.07,3648485318,372108,7964,30674,7.06,0.59,100,squeeze_watch,142849145655654,NYSE,US,short_interest
2025-07-07,AMZN,39814,522123,46680,775,8.94,242022835,347.96,1.66,72.71,0.35,2152737839,695557,14349,18135,3.47,2.23,100,highly_bearish,85709104321946,NASDAQ,US,short_interest
2025-07-08,AMZN,35991,300000,110502,1198,36.83,482181260,1872.51,3.28,48.32,-0.22,4754082644,257505,1178,31707,10.57,0.22,100,neutral,171104188440204,NASDAQ,US,short_interest
2025-07-09,AMZN,38830,300000,44125,96,14.71,316297131,849.02,3.08,55.55,-1.36,4403641651,372543,5237,17606,5.87,5.88,100,neutral,170993405308330,NASDAQ,US,short_interest
2025-07-10,AMZN,38788,583133,100248,1030,17.19,217363314,334.66,2.03,90.78,-1.11,1798998026,649511,15673,48009,8.23,2.15,100,neutral,69779535432488,NYSE,US,short_interest
2025-07-11,AMZN,38183,468444,134272,1933,28.66,176164419,318.99,1.91,70.93,0.25,1573589966,552260,8812,59374,12.67,6.05,100,bearish,60084385671778,NYSE,US,short_interest
2025-07-14,AMZN,38678,906638,311562,1273,34.36,229203971,192.11,2.81,50.31,-1.14,1749860180,1193105,3641,121395,13.39,-0.12,100,squeeze_watch,67681092042040,NYSE,US,short_interest
2025-07-15,AMZN,38395,421010,80956,1202,19.23,97653734,168.04,0.71,79.8,-0.7,4511645051,581136,1012,12913,3.07,-3.29,100,highly_bearish,173224611733145,NASDAQ,US,short_interest
2025-07-16,AMZN,38010,718480,299959,1937,41.75,676755376,694.84,0.05,93.75,-1.49,4876175797,973975,14431,114157,15.89,1.38,100,bearish,185343442043970,NASDAQ,US,short_interest
2025-07-17,AMZN,38636,342512,63888,881,18.65,493996171,1209.47,3.03,90.83,0.57,4614074730,408439,2268,15969,4.66,-1.78,100,volatile,178269391268280,NYSE,US,short_interest
2025-07-18,AMZN,40039,300000,106594,777,35.53,125052860,307.38,2.12,85.97,0.58,1495312193,406841,5138,44270,14.76,2.61,100,volatile,59870804895527,NYSE,US,short_interest
2025-07-21,AMZN,38675,300000,114576,371,38.19,702513229,2411.76,2.62,87.76,-1.46,3975708405,291286,6888,35506,11.84,-2.86,100,volatile,153760522563375,NASDAQ,US,short_interest
2025-07-22,AMZN,36642,300000,52729,248,17.58,137325156,337.33,1.95,54.55,-1.09,992806070,407092,7729,8451,2.82,-1.05,100,volatile,36378400016940,NYSE,US,short_interest
2025-07-23,AMZN,38292,829274,282889,4659,34.11,405942323,457.28,4.81,63.37,-0.79,2513583082,887730,1840,45798,5.52,-3.41,100,bearish,96250123375944,NYSE,US,short_interest
2025-07-24,AMZN,38040,300000,109716,761,36.57,209761529,640.89,3.18,76.72,-1.39,4714305757,327298,12,23118,7.71,-2.06,100,neutral,179332190996280,NASDAQ,US,short_interest
2025-07-25,AMZN,39433,398649,87044,785,21.83,346720080,692.9,0.27,94.68,-1.35,2199602240,500390,11141,44231,11.1,-0.12,100,highly_bearish,86736915129920,NASDAQ,US,short_interest
2025-07-28,AMZN,38420,612610,98185,1245,16.03,21360396,29.42,3.12,64.41,-0.6,1008091969,726090,5019,30244,4.94,-4.27,98.22,neutral,38730893448980,NASDAQ,US,short_interest
2025-07-29,AMZN,39373,360416,78631,306,21.82,274652484,769.31,4.75,71.53,-0.19,3031215070,357011,5451,21471,5.96,-7.96,100,squeeze_watch,119348030951110,NYSE,US,short_interest
2025-07-30,AMZN,38470,410680,145101,1054,35.33,102718130,197.26,4.62,50.54,0.02,1388095301,520731,1901,41688,10.15,2.83,100,volatile,53400026229470,NASDAQ,US,short_interest
2025-07-31,AMZN,36672,300000,117485,1856,39.16,110220679,427.38,3.2,57.7,-1.43,2394769780,257896,4926,56910,18.97,0.01,100,squeeze_watch,87820997372160,NYSE,US,short_interest
2025-08-01,AMZN,39351,300000,37282,403,12.43,173594382,468.96,1.56,95.24,-1.13,1189033373,370165,4628,16598,5.53,0.56,100,volatile,46789652260923,NASDAQ,US,short_interest
2025-08-04,AMZN,39479,669970,91700,1759,13.69,141670644,237.05,2.25,91.68,0.27,2108016588,597628,12937,15258,2.28,0.33,100,highly_bearish,83222386877652,NYSE,US,short_interest
2025-08-05,AMZN,37965,459010,44874,889,9.78,73228195,135.58,0.87,80.49,-0.91,1875143931,540099,11017,15442,3.36,5.17,100,highly_bearish,71189839340415,NASDAQ,US,short_interest
2025-08-06,AMZN,40039,300252,66638,660,22.19,10854373,32.79,3.36,47.96,-1.19,590288868,331013,4937,16435,5.47,1.4,100,squeeze_watch,23634575985852,NASDAQ,US,short_interest
2025-08-07,AMZN,37516,395959,144306,1922,36.44,83284376,214.48,1.26,84.85,-1.41,4400208625,388311,7149,47453,11.98,4.78,100,neutral,165078226775500,NYSE,US,short_interest
2025-08-08,AMZN,38655,917033,161261,2785,17.59,623532769,682.81,2.72,75.84,0.62,3688323437,913185,9749,67785,7.39,4.24,100,volatile,142572142457235,NASDAQ,US,short_interest
2025-08-11,AMZN,37685,300000,113401,2227,37.8,503124882,2022.85,2.09,66.31,-0.5,2870589830,248721,4441,23186,7.73,1.85,100,volatile,108178177743550,NASDAQ,US,short_interest
2025-08-12,AMZN,38870,345995,42717,305,12.35,186571914,415.69,1.21,55.28,-0.51,3206136265,448829,5411,15426,4.46,4.37,100,bearish,124622516620550,NASDAQ,US,short_interest
2025-08-13,AMZN,38784,300000,49953,680,16.65,396820609,1516.59,4.38,64.8,-1.1,2743708403,261653,7335,9549,3.18,1.05,100,bearish,106411986701952,NYSE,US,short_interest
2025-08-14,AMZN,38601,417228,112584,1930,26.98,259814136,733.8,4.36,89.8,-0.98,4226681646,354065,8215,20574,4.93,0.67,100,volatile,163154138217246,NYSE,US,short_interest
2025-08-15,AMZN,38913,445485,50971,959,11.44,292492109,648.27,3.84,85.28,0.51,1766893519,451187,6504,11208,2.52,7.24,100,bearish,68755127504847,NASDAQ,US,short_interest
